nombre-pelicula;año;tipo-largometraje;duracion-min;tipo-filme;color;director-01;idioma;consol-idioma;lugar-prod;consol-lugar-prod;pais-rodaje;consol-pais-rodaje;lugar-estreno;pais-estreno;sinopsis;Columna1;Columna2;Columna3;Columna4;Columna5;Columna6;Columna7;Columna8;Columna9;Columna10;Columna11;Columna12;Columna13;Columna14;Columna15;Columna16;Columna17;Columna18;Columna19;Columna20;Columna21;Columna22;Columna23;Columna24;Columna25;Columna26;Columna27;Columna28;Columna29;Columna30;Columna31;Columna32;Columna33;Columna34;Columna35;Columna36;Columna37;Columna38;Columna39;Columna40;Columna41;Columna42;Columna43;Columna44;Columna45;Columna46;Columna47;Columna48;Columna49;Columna50;Columna51;Columna52;Columna53;Columna54;Columna55;Columna56;Columna57;Columna58;Columna59;Columna60;Columna61;Columna62;Columna63;Columna64;Columna65;Columna66;Columna67;Columna68;Columna69;Columna70;Columna71;Columna72;Columna73;Columna74;Columna75;Columna76;Columna77;Columna78;Columna79;Columna80;Columna81;Columna82;Columna83;Columna84;Columna85;Columna86;Columna87;Columna88;Columna89;Columna90;Columna91;Columna92;Columna93;Columna94;Columna95;Columna96;Columna97;Columna98;Columna99;Columna100;Columna101;Columna102;Columna103;Columna104;Columna105;Columna106;Columna107;Columna108;Columna109;Columna110;Columna111;Columna112;Columna113;Columna114;Columna115;Columna116;Columna117;Columna118;Columna119;Columna120;Columna121;Columna122;Columna123;Columna124;Columna125;Columna126;Columna127;Columna128;Columna129;Columna130;Columna131;Columna132;Columna133;Columna134;Columna135;Columna136;Columna137;Columna138;Columna139;Columna140;Columna141;Columna142;Columna143;Columna144;Columna145;Columna146;Columna147;Columna148;Columna149;Columna150;Columna151;Columna152;Columna153;Columna154;Columna155;Columna156;Columna157;Columna158;Columna159;Columna160;Columna161;Columna162;Columna163;Columna164;Columna165;Columna166;Columna167;Columna168;Columna169;Columna170;Columna171;Columna172;Columna173;Columna174;Columna175;Columna176;Columna177;Columna178;Columna179;Columna180;Columna181;Columna182;Columna183;Columna184;Columna185;Columna186;Columna187;Columna188;Columna189;Columna190;Columna191;Columna192;Columna193;Columna194;Columna195;Columna196;Columna197;Columna198;Columna199;Columna200;Columna201;Columna202;Columna203;Columna204;Columna205;Columna206;Columna207;Columna208;Columna209;Columna210;Columna211;Columna212;Columna213;Columna214;Columna215;Columna216;Columna217;Columna218;Columna219;Columna220;Columna221;Columna222;Columna223;Columna224;Columna225;Columna226;Columna227;Columna228;Columna229;Columna230;Columna231;Columna232;Columna233;Columna234;Columna235;Columna236;Columna237;Columna238;Columna239;Columna240
El amor y la muerte del tío Lalo Parra ;2009;Largometraje documental ;58; DVCam ; Color;Carlos Fuentes;Español;Español;Chile;Chile;NI;NI;NI;NI;"Es un film sobre Eduardo Parra, el “Tío Lalo”, folclorista y cantor popular chileno que decide celebrar su cumpleaños 88 con una gira por el sur del país. Es su primera gira al sur desde que murió Clara, su primera mujer, y decidió huir de los recuerdos junto a sus hijos; Clarita de ocho años y Panchito de uno. Hoy, medio siglo después, Clarita nuevamente lo acompaña y la gira se transforma en un viaje hacia el pasado cargado de intensos recuerdos. Una historia familiar e íntima, marcada por la música y el silencio, la alegría y el dolor, el amor y la muerte.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolero cantinero ;2009;Largometraje documental ;55; Digital ; Color;Rodrigo Fernández Fernández;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Este documental se instala en el sector histórico de la Plaza Echaurren deChile, viejo epicentro de la bohemia, hoy en decadencia, dentro de su bar más antiguo: El Liberty, donde los músicos cantineros cuentan su historia junto a la historia sensible y dramática del bolero en la Joya del Pacifico -según bautizaron los marineros a este puerto- al modo de un retrato testimonial.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Extranjero ;2009;Largometraje de ficción ;71; Digital ; Color;Cristian Quinzacara;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Extranjero es la historia de David (Sergio Díaz), un joven deChile que llega hastaChile para visitar a su padre (Alex Zisis), con quien tiene algunas cuentas pendientes desde hace años, el choque entre ambos será inevitable a medida que se vayan descubriendo asuntos familiares y los motivos de la visita.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Bubble-Wand Remixes ;2009;Largometraje de ficción ;85; Digital ; Color;Leo Medel;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"GEPE, uno de los íconos de la música Indie chilena; OSCAR CARDENAS, director de la premiada película Rabia, y el joven director coreano HYUK-BAI KWON, entre otros, fueron invitados a remezclar el mítico cortometraje del colectivo SURE: Bubble Wand, para dar forma a esta película, basada en la historia de un grupo de cineastas que ruedan su primer cortometraje porno-musical en formato stop motion.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gladys ;2009;Largometraje documental ;111; Digital ; Color;Rodrigo Araya Tacussis;Español;Español;Chile;Chile;Chile;Chile;Festival Cine B,Chile; Chile;"Gladys es un retrato total de la más grande lider de la izquierda chilena; Gladys Marín Millie. La diputada chilena más joven, elegida tres veces consecutivas, perseguida por la dictadura de Pinochet y activista clandestina en la misma, la primera mujer candidata a la presidencia y la primera en interponer una querella criminal al ex dictador. Con entrevistas inéditas a Volodia Teitelboim, Pedro Lemebel, Tomás Moulian, sus hijos Rodrigo y Álvaro Muñoz, sus hermanas Sonia, Silvia y Nancy Marín, más testimonios de sus amigos y cercanos. Gladys es una revisión de los últimos 35 años de la historia política de nuestro país.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El poder de la palabra ;2009;Largometraje documental ;75; DVCam ; Color;Francisco Hervé;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Hardy Vallejos se gana la vida vendiendo baratijas en los buses delChile de 2005. Pero un anuncio del gobierno anuncia el fin de su oficio. En pocas semanas Hardy y sus colegas se organizan: más de dos mil inscritos lucharán por conservar su lugar en el nuevo sistema de transportes que se avecina. Incorporan en el camino las armas de la modernidad: deben tener un uniforme, una imagen corporativa, y aprender a vender -ahora demandas gremiales de manera convincente, emotiva y eficiente. Hardy se codea con funcionarios, diputados y autoridades, pero sólo logran postergar las decisiones. Llega 2007 y Transantiago. El país no ha logrado transformar su imagen de precariedad, pero Hardy y sus colegas han cambiado para siempre su forma de pensar. (Chile);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La hora perfecta ;2009;Largometraje de ficción ;70; Digital ; Color;Lucas Martínez;Español;Español;Chile;Chile;Chile;Chile;Festival Cine B,Chile; Chile;Héctor quiere tener un día normal, evitando que su mamá, amigos y compañeros universidad se den cuenta que ha terminado con Paula, luego de 5 años de pololeo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La mujer del bosque ;2009;Largometraje de ficción ;98; Digital ; Color;Álvaro Robles;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Hermes, a través de un ritual mágico se conecta con una mujer no humana, la cual le muestra una realidad insospechada.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huacho ;2009;Largometraje de ficción ;90; 35 mm ; Color;Alejandro Fernández Almendras;Español;Español;Alemania,  Chile,  Francia;Chile y otro;Chile;Chile;NI;NI;Huacho narra un día en la vida de los cuatro miembros de una familia campesina y se rodó durante los meses de febrero y marzo del 2008 en las cercanías de la ciudad de Chillán, con un elenco integrado exclusivamente por actores no profesionales liderados por Alejandra Yáñez, Cornelio Villagrán, Clemira Muñoz y el niño Manuel Hernández. La cinta cuenta la historia de una abuela, su esposo, su hija y el nieto, y la forma en que cada uno de ellos se adapta a la evolución que ha experimentado el campo y su forma de vida a raíz de los cambios económicos que ha experimentado el país y al avance de las comunicaciones, la tecnología y la televisión.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Goatherd ;2009;Largometraje de ficción ;80; Digital ; Color;León Errazuriz;Inglés;Otro;Chile;Chile;Chile;Chile;NI;NI;Ilenka es polaca, pero ha vivido casi toda su vida en los EE.UU.. Ahora ella ha venido a visitar Chile con Wil, su novio americano, para reunirse con Ana, su amiga de la infancia. Ana es chilena, hija de diplomáticos, que pasó parte de su juventud en los EE.UU. Los tres han decidido ir de excursión hasta el Glaciar El Morado, en lo alto de los Andes chilenos. Un accidente, sin embargo, les obliga a dar marcha atrás en busca de ayuda. En el camino, se encuentran aislados de la cabaña de un cabrero. Lo que parece ser la solución a todos sus problemas se convierte en el inicio de la peor pesadilla de sus vidas. El cabrero psicópata los secuestra y les hace víctimas de sus juegos macabros. En el silencio y la desolación de los Andes, se enfrentan al encierro claustrofóbico al que su captor los somete. Atados y golpeados, luchan contra el terror, el hambre, la sed, la desesperación, el dolor y el aislamiento más brutal que jamás podrían haber imaginado.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grado 3 ;2009;Largometraje de ficción ;84; 35 mm ; Color;Roberto Artiagoitía;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Inspirada en la película canadiense Young People Fucking. Comedia que recrea a partir del humor los encuentros amorosos y sexuales de cinco parejas, donde se mezclan diversas realidades de encuentros amorosos entre chilenos: un hombre homosexual y su amiga en “Los Amigos”, un matrimonio joven que ve su relación desgastada en “Aniversario”, tres estudiantes que buscan experimentar nuevas sensaciones en “Piso Compartido”, una pareja de ex pololos que se reencuentran en “Los Ex” y la historia de un abuelo que decide celebrar su cumpleaños en la compañía de una atractiva joven en “La Cita”.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sonámbulos ;2009;Largometraje de ficción ;71;  ; Color;Christian Aylwin;Español;Español;Chile;Chile;NI;NI;Festival Cine B; Chile;Interpretado por Susana Tello (Laura) y Rafael Contreras (Humberto K.), trata sobre la misteriosa desaparición de Humberto K., esposo de Laura, durante un paseo al mar. Ella queda sola y vive dolorosamente su duelo. Sin embargo, su vida cotidiana se torna cada vez más desesperante, a medida que ella empieza a descubrir rastros de otra presencia en su hogar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Te creís la más linda (pero erís la más puta);2009;Largometraje de ficción ;89; DvCam ; Color;Che Sandoval;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Javier (19), tras su fracaso en la cama con Valentina, vaga por las calles deChile buscando aventuras sexuales. En el transcurso de una larga noche, se encuentra con una serie de personajes y les confiesa sus tormentos. Sospecha que Valentina se acuesta con su mejor amigo, pero tendrá que esperar hasta el día siguiente para comprobarlo…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tercer mundo ;2009;Largometraje de ficción ;85; Digital ; Color;César Caro;Español;Español;Bolivia,  Chile,  Costa Rica;Chile y otro;Costa Rica;Otro;NI;NI;"Juan, Amaya y Richi están a punto de encontrar la manera de escapar de sus monótonas vidas. Los tres están convencidos de que la solución a sus problemas está lejos, más allá de las fronteras. Cada uno buscará la manera de escapar a esta realidad no sin antes enfrentarse a un misterioso eclipse, a señales extraterrestres y al viejo rumor del fin del mundo. Este largometraje enlaza relatos ocurridos en el altiplano boliviano, los lagos y volcanes costarricenses y los alrededores de la capital chilena; donde pese a evidentes diferencias, existen ""alucinantes"" similitudes que llegan a crear lazos místicos.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabor a victoria ;2009;Largometraje documental ;57; Digital ; Color;Víctor Gomez;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Justo cuando Chile vivía los últimos meses de la Unidad Popular del Presidente Salvador Allende, Colo Colo -el equipo más popular del fútbol chileno- enfrentaba la Copa Libertadores de América de 1973. Un torneo continental donde los clubes nacionales jamás habían arribado a una definición, sin embargo, este referente liderado por los futbolistas Carlos Caszely, Francisco "" Chamaco"" Valdés y el técnico Luis ""Zorro"" Álamos, no sólo logró disputar la final de este certamen contra Independiente de Argentina, sino además, su brillante juego, dinámica y arrastre popular lo convirtieron en el bálsamo preciso de los hinchas, en momentos que la situación política y social chilena se agudizó en grado extremo. Treinta y cuatro años después, los protagonistas de Colo Colo 73 reviven esta campaña de Copa Libertadores. Un recuerdo que contiene goles, anéctodas y análisis matizado con la distancia del tiempo y la reflexión.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A la sombra del moai ;2009;Largometraje documental ;68; MiniDV ; Color;Lorenzo Moscia;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La historia de una familia en la Isla más remota del mundo. La pasión por reconstruir su pasado arqueológico. La lucha de un pueblo olvidado contra la colonización. Rapa Nui (Isla de Pascua) ha sido siempre famosa por sus enigmáticas estatuas: Los Moais. Pero los descendientes de una de las más grandes culturas de la Polinesia no ha tenido la misma suerte.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A la sombra del moai ;2009;Largometraje documental ;68; MiniDV ; Color;Lorenzo Moscia;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La historia de una familia en la Isla más remota del mundo. La pasión por reconstruir su pasado arqueológico. La lucha de un pueblo olvidado contra la colonización. Rapa Nui (Isla de Pascua) ha sido siempre famosa por sus enigmáticas estatuas: Los Moais. Pero los descendientes de una de las más grandes culturas de la Polinesia no ha tenido la misma suerte.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La quemadura ;2009;Largometraje documental ;65; HD ; Color;René Ballesteros;Español, Francés, Mapudungún;Español y otro;Chile,  Francia;Chile y otro;Chile, Francia;Chile y otro;NI;NI;La madre se fue de Chile hace 26 años. Ella hace falta, ella desapareció en el silencio del padre y de la abuela. El único rastro que dejó a su hijo y su hija es una biblioteca de libros de la Editorial Quimantú, prohibidos durante la dictadura. Ahora los hijos han encontrado a su madre en otro país. Y van a intentar dar un cuerpo a su voz telefónica para terminar con el hechizo del miembro fantasma de la familia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Batallones de Atacama ;2009;Largometraje documental ;58; Digital ; Color;Octavio Meneses;Español;Español;Chile;Chile;Chile;Chile;Sala de Cámara Municipal;Chile;La obra cuenta la historia de los famosos batallones conformados por mineros de la zona y que jugaron un rol clave en la Guerra del Pacífico.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lugar de Encuentro ;2009;Largometraje documental ;65; DVCam ; Color;Edgar Doll;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La relación de la ciudad con sus espacios públicos y su memoria identitaria. Esta perspectiva se presenta a partir de dos hitos arquitectónicos en el borde costero, que en la actualidad han desaparecido. El cambio en estilo de vida de nuestras ciudades, producto de una mal entendida modernidad. (Fuente: Festival Internacional de Cine de Viña del Mar);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lugar de Encuentro ;2009;Largometraje documental ;65; DVCam ; Color;Edgar Doll;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La relación de la ciudad con sus espacios públicos y su memoria identitaria. Esta perspectiva se presenta a partir de dos hitos arquitectónicos en el borde costero, que en la actualidad han desaparecido. El cambio en estilo de vida de nuestras ciudades, producto de una mal entendida modernidad. (Fuente: Festival Internacional de Cine de Viña del Mar);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femme rock ;2009;Largometraje documental ;90; Digital ; Color;Denise Elphick;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Las mujeres y el rock tienen un sonido particular, una fuerza escondida. Son tonos, distorsiones, acordes y compases que tienden a ser más cambiantes. Extraños al oído común. Quizás las mujeres son capaces de enriquecer la música con su inestabilidad, fuerza y desgarro. Los grupos Lilits, Besos Con Lengua, Niñas Con Frenillo y Las Jonathan son mujeres y hacen rock.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GalaxiaChile ;2009;Largometraje de ficción ;70; HD ; Color;Ricardo Mahnke;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Laura, una mujer tomecina que vive una tormentosa relación de pareja, se ve obligada a tomar audaces decisiones para cambiar su destino. Esto la lleva a conformar un triángulo amoroso, apasionado y fatal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limbus ;2009;Largometraje de ficción ;84; Digital ; Color;Miguel Ángel Vidaurre;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Leonora es una mujer obsesionada por la muerte de su pequeña hija. Desde aquel momento su vida ha sido asaltada por un sueño reiterativo que la llevara a iniciar un extraño viaje, en donde los espacios oníricos comenzaran paulatinamente a filtrar la realidad. El viaje se extenderá por zonas difusas entre el mundo real y lo sobrenatural. Viaje de escape de la dolorosa cotidianeidad y de búsqueda de la niña muerta, que será detallado por Leonora en una enigmática bitácora de viaje.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mandrill ;2009;Largometraje de ficción ;100; HD Cam ; Color;Ernesto Díaz Espinoza;Español;Español;Chile;Chile;Chile, Perú;Chile y otro;NI;NI;"Los padres de Antonio fueron asesinados cuando era un niño. De adulto se transforma en un implacable caza-recompensas de nombre clave ""Mandrill"", con el solo objetivo de encontrar al asesino y vengar a sus padres. Pero la única debilidad de Mandrill siempre fueron las mujeres, por esto debe pedirle a su tío Chone, un ""don Juan"" experto, que lo instruya en las artes de la seducción. Cuando es contratado para capturar a un poderoso mafioso dueño de casinos, pronto descubrirá que es el hombre que ha buscado todos estos años. Pero lo que nunca esperó Mandrill, es que al conocer a Dominik, la hermosa hija del asesino, comenzaría un romance imposible, que puede ser el único obstáculo para su venganza.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
